Repo,File,Scope,Extension,LineStart,LineEnd,Label,ValueStart,ValueEnd,Info,Category
dfbda726,055fc24f,/public/vendor/,.scss,140,140,F,-1,-1,,Other
dfbda726,055fc24f,/public/vendor/,.scss,165,165,F,-1,-1,,Other
dfbda726,1992c04b,/public/,.scss,102,102,F,-1,-1,,Other
dfbda726,5151b26c,/server/,.js,56,56,T,24,64,,Token
dfbda726,66e0d17a,/readme/,.md,20,20,Template,23,49,,Token
dfbda726,66e0d17a,/readme/,.md,9,9,Template,24,35,,Secret
dfbda726,66e0d17a,/readme/,.md,29,29,Template,25,36,,Secret
dfbda726,6ac3f79f,/_/,.yml,14,14,F,25,29,,Password
dfbda726,795eb4dc,/_/,.js,65,65,F,,,,Auth
dfbda726,795eb4dc,/_/,.js,29,29,Template,20,33,,Secret
dfbda726,795eb4dc,/_/,.js,79,79,F,,,,Auth
dfbda726,9cc7086a,/readme/,.md,10,10,Template,21,32,,Secret
dfbda726,9cc7086a,/readme/,.md,9,9,Template,18,26,,Key
dfbda726,9cc7086a,/readme/,.md,24,24,Template,20,28,,Key
dfbda726,9cc7086a,/readme/,.md,25,25,Template,23,34,,Secret
dfbda726,a07c102a,/test/conf/public/init/vendor/,.rb,3,3,F,-1,-1,,Key
dfbda726,ae230c71,/server/,.js,47,47,F,,,,Auth
dfbda726,b0c1a6ae,/readme/,.md,17,17,Template,24,35,,Secret
dfbda726,b0c1a6ae,/readme/,.md,29,29,Template,28,39,,Secret
dfbda726,bd7e29ab,/_/,.js,28,28,Template,22,35,,Secret
dfbda726,ccf7bc08,/server/,.js,88,88,F,,,,Token
dfbda726,ced1b9d2,/_/,.js,30,30,Template,16,24,,Key
dfbda726,ced1b9d2,/_/,.js,31,31,Template,19,30,,Secret
dfbda726,cfd840f4,/_/,.js,28,28,Template,20,31,,Secret
dfbda726,e5cc4211,/_/,.js,27,27,Template,22,33,,Secret
dfbda726,e8e9eea3,/conf/,.js,8,8,F,24,67,,Other
dfbda726,f92342e6,/test/conf/secret/public/init/vendor/,.rb,17,17,F,,,,Secret
dfbda726,f92342e6,/test/conf/secret/public/init/vendor/,.rb,12,12,T,9,136,,Token
dfbda726,f92342e6,/test/conf/secret/public/init/vendor/,.rb,15,15,F,,,,Secret
