Id,FileID,Domain,RepoName,FilePath,LineStart,LineEnd,GroundTruth,ValueStart,ValueEnd,CryptographyKey,PredefinedPattern,Category
564,8e6ecefa,GitHub,d94d550a,data/d94d550a/src/8e6ecefa.py,63,63,F,-1,-1,,,Key
1247,f05a3b09,GitHub,d94d550a,data/d94d550a/test/f05a3b09.py,15,15,F,,,,,Auth
1317,717f39b8,GitHub,d94d550a,data/d94d550a/test/717f39b8.py,1456,1456,F,-1,-1,,,Key
1914,a6794139,GitHub,d94d550a,data/d94d550a/src/a6794139.py,52,52,F,,,,,Token
2011,0c5ae732,GitHub,d94d550a,data/d94d550a/src/0c5ae732.rst,1991,1991,F,,,,,Token
3611,aca468f7,GitHub,d94d550a,data/d94d550a/src/aca468f7.py,400,400,F,,,,,Password
4781,7b387aa7,GitHub,d94d550a,data/d94d550a/src/7b387aa7.py,8,8,F,,,,,Gitlab Feed Token
5711,8e6ecefa,GitHub,d94d550a,data/d94d550a/src/8e6ecefa.py,113,113,F,,,,,Token
6519,4008eaa7,GitHub,d94d550a,data/d94d550a/src/4008eaa7.py,53,53,F,,,,,Auth
6520,3c9c5cde,GitHub,d94d550a,data/d94d550a/src/3c9c5cde.py,16,16,F,,,,,Auth
7844,2d808d9f,GitHub,d94d550a,data/d94d550a/src/2d808d9f.py,81,81,F,,,,,Token
7907,1146f4d8,GitHub,d94d550a,data/d94d550a/src/1146f4d8.py,217,217,F,,,,,Token
7945,51e2713a,GitHub,d94d550a,data/d94d550a/src/51e2713a.py,89,89,F,,,,,Token
8033,1146f4d8,GitHub,d94d550a,data/d94d550a/src/1146f4d8.py,215,215,F,,,,,Gitlab Feed Token
8334,49c9eab9,GitHub,d94d550a,data/d94d550a/src/49c9eab9.py,507,507,F,,,,,Auth
8482,92b45730,GitHub,d94d550a,data/d94d550a/src/92b45730.py,56,56,F,-1,-1,,,Key
8632,92b45730,GitHub,d94d550a,data/d94d550a/src/92b45730.py,176,176,F,,,,,Secret
8651,1146f4d8,GitHub,d94d550a,data/d94d550a/src/1146f4d8.py,189,189,F,,,,,Token
9153,49c9eab9,GitHub,d94d550a,data/d94d550a/src/49c9eab9.py,477,477,F,-1,-1,,,Other
10464,717f39b8,GitHub,d94d550a,data/d94d550a/test/717f39b8.py,965,965,F,,,,,Password
10919,fc789d4d,GitHub,d94d550a,data/d94d550a/test/fc789d4d.py,197,197,F,,,,,Token
11381,fee90bbc,GitHub,d94d550a,data/d94d550a/src/fee90bbc.py,139,139,F,,,,,Token
11451,8e6ecefa,GitHub,d94d550a,data/d94d550a/src/8e6ecefa.py,115,115,F,,,,,Token
11452,51e2713a,GitHub,d94d550a,data/d94d550a/src/51e2713a.py,62,62,F,,,,,Auth
11505,aca468f7,GitHub,d94d550a,data/d94d550a/src/aca468f7.py,548,548,F,-1,-1,,,Key
