Id,FileID,Domain,RepoName,FilePath,LineStart:LineEnd,GroundTruth,WithWords,ValueStart,ValueEnd,InURL,InRuntimeParameter,CharacterSet,CryptographyKey,PredefinedPattern,VariableNameType,Entropy,Length,Base64Encode,HexEncode,URLEncode,Category
1447,1cb44eee,GitHub,3663f2fb,data/3663f2fb/src/i.js,70:70,F,F,,,F,F,,,,,0,0,F,F,F,
7434,0b5ca119,GitHub,3663f2fb,data/3663f2fb/other/a.md,427:427,F,F,,,F,F,,,,,0,0,F,F,F,
8223,8db8f163,GitHub,3663f2fb,data/3663f2fb/src/f.html,25:25,F,F,,,F,F,,,,,0,0,F,F,F,
8390,e16be21a,GitHub,3663f2fb,data/3663f2fb/src/c.ts,294:294,F,F,,,F,F,,,,,0,0,F,F,F,
9656,10bb5a57,GitHub,3663f2fb,data/3663f2fb/src/h.js,18:18,F,F,,,F,F,,,,,0,0,F,F,F,
11965,e16be21a,GitHub,3663f2fb,data/3663f2fb/src/c.ts,693:693,F,F,,,F,F,,,,,0,0,F,F,F,
14079,e16be21a,GitHub,3663f2fb,data/3663f2fb/src/c.ts,685:685,F,F,,,F,F,,,,,0,0,F,F,F,
14108,23f2b48d,GitHub,3663f2fb,data/3663f2fb/src/e.js,9:9,F,F,,,F,F,,,,,0,0,F,F,F,
14473,e16be21a,GitHub,3663f2fb,data/3663f2fb/src/c.ts,674:674,F,F,,,F,F,,,,,0,0,F,F,F,
14474,e16be21a,GitHub,3663f2fb,data/3663f2fb/src/c.ts,678:678,F,F,,,F,F,,,,,0,0,F,F,F,
17472,0b5ca119,GitHub,3663f2fb,data/3663f2fb/other/a.md,392:392,F,F,,,F,F,,,,,0,0,F,F,F,
18160,0b5ca119,GitHub,3663f2fb,data/3663f2fb/other/a.md,475:475,F,F,,,F,F,,,,,0,0,F,F,F,
18161,0b5ca119,GitHub,3663f2fb,data/3663f2fb/other/a.md,485:485,F,F,,,F,F,,,,,0,0,F,F,F,
27685,c80599d3,GitHub,3663f2fb,data/3663f2fb/src/d.js,2:2,F,F,1,1045,F,F,,,,,0,0,F,F,F,
28243,0b5ca119,GitHub,3663f2fb,data/3663f2fb/other/a.md,550:550,Template,T,53,58,F,F,Any,,,Secret,0,5,F,F,F,Password
28244,0b5ca119,GitHub,3663f2fb,data/3663f2fb/other/a.md,431:431,Template,F,94,97,F,F,CharsOnly,,,Secret,0,3,F,F,F,Password
28245,a5931dbf,GitHub,3663f2fb,data/3663f2fb/other/b.md,207:207,Template,F,48,51,F,F,CharsOnly,,,Secret,0,3,F,F,F,Password
32399,10bb5a57,GitHub,3663f2fb,data/3663f2fb/src/h.js,8:8,T,T,17,33,F,F,Any,,,Key,3.03,16,F,F,F,Other
34361,3bb2bff9,GitHub,3663f2fb,data/3663f2fb/src/g.json,2:2,T,F,20,180,F,F,Any,,,Token,3.92,160,F,F,F,Generic Token
49986,0b5ca119,GitHub,3663f2fb,data/3663f2fb/other/a.md,443:443,F,F,,,F,F,,,,,0,0,F,F,F,
74778,e16be21a,GitHub,3663f2fb,data/3663f2fb/src/c.ts,924:924,F,F,,,F,F,,,,,0,0,F,F,F,
78128,10bb5a57,GitHub,3663f2fb,data/3663f2fb/src/h.js,7:7,F,F,,,F,F,,,,,0,0,F,F,F,
131193,0b5ca119,GitHub,3663f2fb,data/3663f2fb/other/a.md,313:313,F,F,,,F,F,,,,,0.00,,F,F,F,
131194,8db8f163,GitHub,3663f2fb,data/3663f2fb/src/f.html,14:14,F,F,,,F,F,,,,,0.00,,F,F,F,
131988,0b5ca119,GitHub,3663f2fb,data/3663f2fb/other/a.md,280:280,T,F,,,F,F,,,,,0.00,,F,F,F,Other
131989,0b5ca119,GitHub,3663f2fb,data/3663f2fb/other/a.md,295:295,T,F,,,F,F,,,,,0.00,,F,F,F,Other
131990,0b5ca119,GitHub,3663f2fb,data/3663f2fb/other/a.md,404:404,T,F,,,F,F,,,,,0.00,,F,F,F,Other
131991,a5931dbf,GitHub,3663f2fb,data/3663f2fb/other/b.md,130:130,T,F,,,F,F,,,,,0.00,,F,F,F,Other
131992,a5931dbf,GitHub,3663f2fb,data/3663f2fb/other/b.md,194:194,T,F,,,F,F,,,,,0.00,,F,F,F,Other
131993,1cb44eee,GitHub,3663f2fb,data/3663f2fb/src/i.js,53:53,T,F,,,F,F,,,,,0.00,,F,F,F,Other
