Repo,File,Scope,Extension,LineStart,LineEnd,Label,ValueStart,ValueEnd,Info,Category
7738e44d,01e901d4,/spec/,.yml,45,45,T,32,96,,Token
7738e44d,01e901d4,/spec/,.yml,86,86,T,313,329,,Token
7738e44d,01e901d4,/spec/,.yml,86,86,T,332,348,,Token
7738e44d,02bdd479,/spec/,.yml,45,45,T,32,96,,Token
7738e44d,02bdd479,/spec/,.yml,86,86,T,313,329,,Token
7738e44d,02bdd479,/spec/,.yml,86,86,T,332,348,,Token
7738e44d,0795ee00,/spec/,.yml,45,45,T,32,96,,Token
7738e44d,0795ee00,/spec/,.yml,94,94,F,,,,Password
7738e44d,0795ee00,/spec/,.yml,86,86,T,313,329,,Token
7738e44d,0795ee00,/spec/,.yml,86,86,T,332,348,,Token
7738e44d,0816cffa,/spec/,.yml,45,45,T,32,96,,Token
7738e44d,0816cffa,/spec/,.yml,86,86,T,313,329,,Token
7738e44d,0816cffa,/spec/,.yml,86,86,T,332,348,,Token
7738e44d,0cd9fecc,/spec/,.yml,46,46,T,313,329,,Token
7738e44d,0cd9fecc,/spec/,.yml,41,41,T,8,44,,UUID
7738e44d,0cd9fecc,/spec/,.yml,87,87,T,8,44,,UUID
7738e44d,0cd9fecc,/spec/,.yml,46,46,T,332,348,,Token
7738e44d,150b2ea3,/lib/,.rb,80,80,F,,,,Password
7738e44d,150b2ea3,/lib/,.rb,81,81,F,,,,Password
7738e44d,22d06efa,/spec/,.yml,43,43,T,32,96,,Token
7738e44d,22d06efa,/spec/,.yml,84,84,T,313,329,,Token
7738e44d,22d06efa,/spec/,.yml,84,84,T,332,348,,Token
7738e44d,249d9743,/spec/,.yml,45,45,T,32,96,,Token
7738e44d,249d9743,/spec/,.yml,86,86,T,313,329,,Token
7738e44d,249d9743,/spec/,.yml,86,86,T,332,348,,Token
7738e44d,2562818d,/spec/,.yml,11,11,F,,,,API
7738e44d,2562818d,/spec/,.yml,60,60,F,,,,API
7738e44d,2562818d,/spec/,.yml,43,43,T,8,44,,UUID
7738e44d,2562818d,/spec/,.yml,92,92,T,8,44,,UUID
7738e44d,2562818d,/spec/,.yml,49,49,T,349,365,,Token
7738e44d,2562818d,/spec/,.yml,49,49,T,368,384,,Token
7738e44d,2664e9f4,/spec/,.yml,49,49,T,349,365,,Token
7738e44d,2664e9f4,/spec/,.yml,43,43,T,8,44,,UUID
7738e44d,2664e9f4,/spec/,.yml,92,92,T,8,44,,UUID
7738e44d,2664e9f4,/spec/,.yml,49,49,T,368,384,,Token
7738e44d,274d4928,/spec/,.yml,49,49,T,349,365,,Token
7738e44d,274d4928,/spec/,.yml,43,43,T,8,44,,UUID
7738e44d,274d4928,/spec/,.yml,92,92,T,8,44,,UUID
7738e44d,274d4928,/spec/,.yml,49,49,T,368,384,,Token
7738e44d,29629f09,/spec/,.yml,46,46,T,313,329,,Token
7738e44d,29629f09,/spec/,.yml,41,41,T,8,44,,UUID
7738e44d,29629f09,/spec/,.yml,87,87,T,8,44,,UUID
7738e44d,29629f09,/spec/,.yml,46,46,T,332,348,,Token
7738e44d,2b3d329e,/spec/,.yml,45,45,T,32,96,,Token
7738e44d,2b3d329e,/spec/,.yml,86,86,T,313,329,,Token
7738e44d,2b3d329e,/spec/,.yml,86,86,T,332,348,,Token
7738e44d,30cf3d38,/spec/,.yml,46,46,T,313,329,,Token
7738e44d,30cf3d38,/spec/,.yml,41,41,T,8,44,,UUID
7738e44d,30cf3d38,/spec/,.yml,87,87,T,8,44,,UUID
7738e44d,30cf3d38,/spec/,.yml,46,46,T,332,348,,Token
7738e44d,376478ac,/spec/client/,.yml,109,109,T,34,46,,Token
7738e44d,376478ac,/spec/client/,.yml,8,8,Template,165,186,,Token
7738e44d,376478ac,/spec/client/,.yml,57,57,Template,34,39,,Token
7738e44d,376478ac,/spec/client/,.yml,11,11,F,,,,API
7738e44d,376478ac,/spec/client/,.yml,67,67,F,,,,API
7738e44d,376478ac,/spec/client/,.yml,40,40,T,12,48,,UUID
7738e44d,376478ac,/spec/client/,.yml,42,42,T,12,48,,UUID
7738e44d,43e42f86,/spec/client/,.yml,157,157,F,,,,API
7738e44d,43e42f86,/spec/client/,.yml,134,134,F,-1,-1,,Other
7738e44d,43e42f86,/spec/client/,.yml,208,208,F,,,,Token
7738e44d,43e42f86,/spec/client/,.yml,79,79,Template,156,168,,Credential
7738e44d,43e42f86,/spec/client/,.yml,225,225,F,,,,API
7738e44d,43e42f86,/spec/client/,.yml,151,151,F,,,,Auth
7738e44d,43e42f86,/spec/client/,.yml,67,67,T,27,109,,Auth
7738e44d,43e42f86,/spec/client/,.yml,84,84,T,27,109,,Auth
7738e44d,43e42f86,/spec/client/,.yml,142,142,T,27,109,,Auth
7738e44d,43e42f86,/spec/client/,.yml,159,159,T,27,109,,Auth
7738e44d,43e42f86,/spec/client/,.yml,227,227,T,27,109,,Auth
7738e44d,43e42f86,/spec/client/,.yml,40,40,T,12,48,,UUID
